COMUNE;COMUNE ADIACENTE;Provincia;Regione;Provincia comune vicino;Regione comune vicino;Zona appertenenza protezione civile;Sigla provincia
Monterenzio;Firenzuola;Bologna;Emilia-Romagna;Firenze;Toscana;C2;BO
Monzuno;Grizzana Morandi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monzuno;Loiano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monzuno;Marzabotto;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monzuno;Monghidoro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monzuno;Pianoro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monzuno;San Benedetto Val di Sambro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Monzuno;Sasso Marconi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Mordano;Imola;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Mordano;Bagnara di Romagna;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;BO
Mordano;Lugo;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;BO
Mordano;Massa Lombarda;Bologna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;BO
Ozzano dell'Emilia;Budrio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Ozzano dell'Emilia;Castel San Pietro Terme;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Ozzano dell'Emilia;Castenaso;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Ozzano dell'Emilia;Medicina;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Ozzano dell'Emilia;Monterenzio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Ozzano dell'Emilia;Pianoro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Ozzano dell'Emilia;San Lazzaro di Savena;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Pianoro;Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Pianoro;Loiano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Pianoro;Monterenzio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Pianoro;Monzuno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Pianoro;Ozzano dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Pianoro;San Lazzaro di Savena;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Pianoro;Sasso Marconi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Pieve di Cento;Castello d'Argile;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Pieve di Cento;Galliera;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Pieve di Cento;San Pietro in Casale;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Pieve di Cento;Cento;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
Pieve di Cento;Terre del Reno;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
Sala Bolognese;Anzola dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Sala Bolognese;Argelato;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Sala Bolognese;Calderara di Reno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Sala Bolognese;Castel Maggiore;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Sala Bolognese;Castello d'Argile;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Sala Bolognese;San Giovanni in Persiceto;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Benedetto Val di Sambro;Castiglione dei Pepoli;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
San Benedetto Val di Sambro;Grizzana Morandi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
San Benedetto Val di Sambro;Monghidoro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
San Benedetto Val di Sambro;Monzuno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C1;BO
San Benedetto Val di Sambro;Firenzuola;Bologna;Emilia-Romagna;Firenze;Toscana;C1;BO
San Giorgio di Piano;Argelato;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Giorgio di Piano;Bentivoglio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Giorgio di Piano;Castello d'Argile;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Giorgio di Piano;San Pietro in Casale;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Giovanni in Persiceto;Castelfranco Emilia;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;D1;BO
San Giovanni in Persiceto;Anzola dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Giovanni in Persiceto;Castello d'Argile;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Giovanni in Persiceto;Crevalcore;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Giovanni in Persiceto;Sala Bolognese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Giovanni in Persiceto;Sant'Agata Bolognese;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Giovanni in Persiceto;Cento;Bologna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;BO
San Lazzaro di Savena;Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
San Lazzaro di Savena;Castenaso;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
San Lazzaro di Savena;Ozzano dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
San Lazzaro di Savena;Pianoro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
San Pietro in Casale;Bentivoglio;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Pietro in Casale;Castello d'Argile;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Pietro in Casale;Galliera;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Pietro in Casale;Malalbergo;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Pietro in Casale;Pieve di Cento;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
San Pietro in Casale;San Giorgio di Piano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Sant'Agata Bolognese;Castelfranco Emilia;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;D1;BO
Sant'Agata Bolognese;Nonantola;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;D1;BO
Sant'Agata Bolognese;Crevalcore;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Sant'Agata Bolognese;San Giovanni in Persiceto;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;BO
Sasso Marconi;Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Sasso Marconi;Casalecchio di Reno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Sasso Marconi;Marzabotto;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Sasso Marconi;Monte San Pietro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Sasso Marconi;Monzuno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Sasso Marconi;Pianoro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Sasso Marconi;Zola Predosa;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Valsamoggia;Castelfranco Emilia;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C2;BO
Valsamoggia;Guiglia;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C2;BO
Valsamoggia;San Cesario sul Panaro;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C2;BO
Valsamoggia;Savignano sul Panaro;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C2;BO
Valsamoggia;Zocca;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C2;BO
Valsamoggia;Anzola dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Valsamoggia;Marzabotto;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Valsamoggia;Monte San Pietro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Valsamoggia;Vergato;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Valsamoggia;Zola Predosa;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Vergato;Zocca;Bologna;Emilia-Romagna;Modena;Emilia-Romagna;C2;BO
Vergato;Castel d'Aiano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Vergato;Gaggio Montano;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Vergato;Grizzana Morandi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Vergato;Marzabotto;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Vergato;Valsamoggia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Zola Predosa;Anzola dell'Emilia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Zola Predosa;Bologna;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Zola Predosa;Casalecchio di Reno;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Zola Predosa;Monte San Pietro;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Zola Predosa;Sasso Marconi;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Zola Predosa;Valsamoggia;Bologna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;BO
Argenta;Baricella;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Argenta;Imola;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Argenta;Medicina;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Argenta;Molinella;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Argenta;Comacchio;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Argenta;Ferrara;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Argenta;Portomaggiore;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Argenta;Voghiera;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Argenta;Alfonsine;Ferrara;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;FE
Argenta;Conselice;Ferrara;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;FE
Argenta;Ravenna;Ferrara;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;FE
Bondeno;Sermide e Felonica;Ferrara;Emilia-Romagna;Mantova;Lombardia;D3;FE
Bondeno;Ficarolo;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Bondeno;Finale Emilia;Ferrara;Emilia-Romagna;Modena;Emilia-Romagna;D3;FE
Bondeno;Mirandola;Ferrara;Emilia-Romagna;Modena;Emilia-Romagna;D3;FE
Bondeno;Cento;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Bondeno;Ferrara;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Bondeno;Terre del Reno;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Bondeno;Vigarano Mainarda;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Cento;Finale Emilia;Ferrara;Emilia-Romagna;Modena;Emilia-Romagna;D1;FE
Cento;Castello d'Argile;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Cento;Crevalcore;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Cento;Pieve di Cento;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Cento;San Giovanni in Persiceto;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Cento;Bondeno;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Cento;Terre del Reno;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Codigoro;Comacchio;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Codigoro;Fiscaglia;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Codigoro;Goro;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Codigoro;Jolanda di Savoia;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Codigoro;Lagosanto;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Codigoro;Mesola;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Codigoro;Riva del Po;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Comacchio;Argenta;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Comacchio;Codigoro;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Comacchio;Lagosanto;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Comacchio;Ostellato;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Comacchio;Portomaggiore;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Comacchio;Ravenna;Ferrara;Emilia-Romagna;Ravenna;Emilia-Romagna;D2;FE
Copparo;Ferrara;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Copparo;Jolanda di Savoia;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Copparo;Riva del Po;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Copparo;Tresignana;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ferrara;Canaro;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Ferrara;Ficarolo;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Ferrara;Gaiba;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Ferrara;Occhiobello;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Ferrara;Stienta;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Ferrara;Baricella;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D3;FE
Ferrara;Argenta;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ferrara;Bondeno;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ferrara;Copparo;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ferrara;Masi Torello;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ferrara;Ostellato;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ferrara;Poggio Renatico;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ferrara;Riva del Po;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ferrara;Tresignana;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ferrara;Vigarano Mainarda;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ferrara;Voghiera;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Fiscaglia;Codigoro;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Fiscaglia;Jolanda di Savoia;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Fiscaglia;Lagosanto;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Fiscaglia;Ostellato;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Fiscaglia;Tresignana;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Goro;Ariano nel Polesine;Ferrara;Emilia-Romagna;Rovigo;Veneto;D2;FE
Goro;Codigoro;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Goro;Mesola;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Jolanda di Savoia;Codigoro;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Jolanda di Savoia;Copparo;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Jolanda di Savoia;Fiscaglia;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Jolanda di Savoia;Riva del Po;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Jolanda di Savoia;Tresignana;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Lagosanto;Codigoro;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Lagosanto;Comacchio;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Lagosanto;Fiscaglia;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Lagosanto;Ostellato;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Masi Torello;Ferrara;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Masi Torello;Ostellato;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Masi Torello;Portomaggiore;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Masi Torello;Voghiera;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Mesola;Ariano nel Polesine;Ferrara;Emilia-Romagna;Rovigo;Veneto;D2;FE
Mesola;Codigoro;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Mesola;Goro;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Mesola;Riva del Po;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D2;FE
Ostellato;Comacchio;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ostellato;Ferrara;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ostellato;Fiscaglia;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ostellato;Lagosanto;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ostellato;Masi Torello;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ostellato;Portomaggiore;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Ostellato;Tresignana;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Poggio Renatico;Baricella;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Poggio Renatico;Galliera;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Poggio Renatico;Malalbergo;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Poggio Renatico;Ferrara;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Poggio Renatico;Terre del Reno;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Poggio Renatico;Vigarano Mainarda;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Portomaggiore;Argenta;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Portomaggiore;Comacchio;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Portomaggiore;Masi Torello;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Portomaggiore;Ostellato;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Portomaggiore;Voghiera;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Riva del Po;Ariano nel Polesine;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Riva del Po;Canaro;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Riva del Po;Crespino;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Riva del Po;Guarda Veneta;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Riva del Po;Papozze;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Riva del Po;Polesella;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Riva del Po;Villanova Marchesana;Ferrara;Emilia-Romagna;Rovigo;Veneto;D3;FE
Riva del Po;Codigoro;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Riva del Po;Copparo;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Riva del Po;Ferrara;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Riva del Po;Jolanda di Savoia;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Riva del Po;Mesola;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Terre del Reno;Galliera;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Terre del Reno;Pieve di Cento;Ferrara;Emilia-Romagna;Bologna;Emilia-Romagna;D1;FE
Terre del Reno;Bondeno;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Terre del Reno;Cento;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Terre del Reno;Poggio Renatico;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Terre del Reno;Vigarano Mainarda;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;FE
Tresignana;Copparo;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Tresignana;Ferrara;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Tresignana;Fiscaglia;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Tresignana;Jolanda di Savoia;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Tresignana;Ostellato;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Vigarano Mainarda;Bondeno;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Vigarano Mainarda;Ferrara;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Vigarano Mainarda;Poggio Renatico;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Vigarano Mainarda;Terre del Reno;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Voghiera;Argenta;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Voghiera;Ferrara;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Voghiera;Masi Torello;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Voghiera;Portomaggiore;Ferrara;Emilia-Romagna;Ferrara;Emilia-Romagna;D3;FE
Alfonsine;Argenta;Ravenna;Emilia-Romagna;Ferrara;Emilia-Romagna;D1;RA
Alfonsine;Bagnacavallo;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Alfonsine;Conselice;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Alfonsine;Fusignano;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Alfonsine;Lugo;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Alfonsine;Ravenna;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Bagnacavallo;Alfonsine;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Bagnacavallo;Cotignola;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Bagnacavallo;Faenza;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Bagnacavallo;Fusignano;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Bagnacavallo;Lugo;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Bagnacavallo;Ravenna;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Bagnacavallo;Russi;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Bagnara di Romagna;Imola;Ravenna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;RA
Bagnara di Romagna;Mordano;Ravenna;Emilia-Romagna;Bologna;Emilia-Romagna;D1;RA
Bagnara di Romagna;Cotignola;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Bagnara di Romagna;Lugo;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Bagnara di Romagna;Solarolo;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;D1;RA
Brisighella;Casola Valsenio;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;A2;RA
Brisighella;Faenza;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;A2;RA
Brisighella;Riolo Terme;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;A2;RA
Brisighella;Castrocaro Terme e Terra del Sole;Ravenna;Emilia-Romagna;Forl-Cesena;Emilia-Romagna;A2;RA
Brisighella;Forl;Ravenna;Emilia-Romagna;Forl-Cesena;Emilia-Romagna;A2;RA
Brisighella;Modigliana;Ravenna;Emilia-Romagna;Forl-Cesena;Emilia-Romagna;A2;RA
Brisighella;Marradi;Ravenna;Emilia-Romagna;Firenze;Toscana;A2;RA
Brisighella;Palazzuolo sul Senio;Ravenna;Emilia-Romagna;Firenze;Toscana;A2;RA
Casola Valsenio;Borgo Tossignano;Ravenna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;RA
Casola Valsenio;Castel del Rio;Ravenna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;RA
Casola Valsenio;Fontanelice;Ravenna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;RA
Casola Valsenio;Brisighella;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;RA
Casola Valsenio;Riolo Terme;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;RA
Casola Valsenio;Palazzuolo sul Senio;Ravenna;Emilia-Romagna;Firenze;Toscana;C2;RA
Castel Bolognese;Imola;Ravenna;Emilia-Romagna;Bologna;Emilia-Romagna;C2;RA
Castel Bolognese;Faenza;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;RA
Castel Bolognese;Riolo Terme;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;RA
Castel Bolognese;Solarolo;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;C2;RA
Cervia;Ravenna;Ravenna;Emilia-Romagna;Ravenna;Emilia-Romagna;B2;RA
Cervia;Cesena;Ravenna;Emilia-Romagna;Forl-Cesena;Emilia-Romagna;B2;RA
Cervia;Cesenatico;Ravenna;Emilia-Romagna;Forl-Cesena;Emilia-Romagna;B2;RA
